GRD,cuenta,precio_n_unique,precio_min_unique,precio_max_unique,precio_range_unique
071122 - PH COLECISTECTOMÍA EXCEPTO LAPAROSCÓPICA W/CC,1,1.0,2331441.2474,2331441.2474,0.0
071123 - PH COLECISTECTOMÍA EXCEPTO LAPAROSCÓPICA W/MCC,1,1.0,4059273.6339,4059273.6339,0.0
071131 - PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y SOBRE PÁNCREAS,1,1.0,1535958.8649,1535958.8649,0.0
071132 - PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y SOBRE PÁNCREAS W/CC,1,1.0,1949312.0248,1949312.0248,0.0
071142 - PH COLECISTECTOMÍA LAPAROSCÓPICA W/CC,1,1.0,1855963.777,1855963.777,0.0
061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,1,1.0,2585115.5154,2585115.5154,0.0
071142 - PH COLECISTECTOMÍA LAPAROSCÓPICA W/CC,1,1.0,1855963.777,1855963.777,0.0
041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,1,1.0,3417322.4251,3417322.4251,0.0
071103 - PH PROCEDIMIENTOS SOBRE PÁNCREAS E HÍGADO W/MCC,1,1.0,8517178.2603,8517178.2603,0.0
071111 - PH PROCEDIMIENTOS COMPLEJOS SOBRE SISTEMA BILIAR,1,1.0,2217546.6781,2217546.6781,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
074143 - MH OTRAS ENFERMEDADES DEL SISTEMA BILIAR W/MCC,1,1.0,1724250.0,1724250.0,0.0
074121 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS,1,1.0,807150.0,807150.0,0.0
041203 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/MCC,1,1.0,3417322.4251,3417322.4251,0.0
071132 - PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y SOBRE PÁNCREAS W/CC,1,1.0,1949312.0248,1949312.0248,0.0
074122 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS W/CC,1,1.0,1061250.0,1061250.0,0.0
074123 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS W/MCC,1,1.0,1862400.0,1862400.0,0.0
"061301 - PH PROCEDIMIENTOS SOBRE ESTÓMAGO, ESÓFAGO Y DUODENO NO COMPLEJOS",1,1.0,1187803.8747,1187803.8747,0.0
074123 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS W/MCC,1,1.0,1862400.0,1862400.0,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
071142 - PH COLECISTECTOMÍA LAPAROSCÓPICA W/CC,1,1.0,1855963.777,1855963.777,0.0
074122 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS W/CC,1,1.0,1061250.0,1061250.0,0.0
074122 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS W/CC,1,1.0,1061250.0,1061250.0,0.0
074123 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS W/MCC,1,1.0,1862400.0,1862400.0,0.0
074123 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS W/MCC,1,1.0,1862400.0,1862400.0,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
064182 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/CC,1,1.0,1010400.0,1010400.0,0.0
"061303 - PH PROCEDIMIENTOS SOBRE ESTÓMAGO, ESÓFAGO Y DUODENO NO COMPLEJOS W/MCC",1,1.0,4311491.8634,4311491.8634,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
061122 - PH PROCEDIMIENTOS SOBRE HERNIA EXCEPTO INGUINAL Y FEMORAL W/CC,1,1.0,1670237.9736,1670237.9736,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1.0,2020657.9127,2020657.9127,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
131301 - PH HISTERECTOMIA VAGINAL Y OTROS PROCEDIMIENTOS POR VIA VAGINAL,1,1.0,1036375.8678,1036375.8678,0.0
061102 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS W/CC,1,1.0,2158334.4446,2158334.4446,0.0
061103 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS W/MCC,1,1.0,4473273.922,4473273.922,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,1,1.0,1644300.0,1644300.0,0.0
061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1.0,5767045.0451,5767045.0451,0.0
064182 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/CC,1,1.0,1010400.0,1010400.0,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,1,1.0,9416848.2886,9416848.2886,0.0
064181 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO,1,1.0,730800.0,730800.0,0.0
041013 - PH ECMO VENTILACIÓN MECÁNICA PROLONGADA CON TRAQUEOSTOMÍA W/MCC,1,1.0,18935781.0561,18935781.0561,0.0
041201 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO,1,1.0,1684636.5769,1684636.5769,0.0
041202 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO W/CC,1,1.0,2202500.9466,2202500.9466,0.0
061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,1,1.0,2020657.9127,2020657.9127,0.0
