Sección,GRD,cuenta,precio_n,precio_min,precio_p25,precio_median,precio_mean,precio_p75,precio_max
I30-I52  OTRAS FORMAS DE ENFERMEDAD CARDIACA,054242 - MH OTROS DIAGNÓSTICOS DE APARATO CIRCULATORIO W/CC,2,2,919500.0,919500.0,919500.0,919500.0,919500.0,919500.0
J09-J18  GRIPE Y NEUMONÍA,"034131 - MH EPIGLOTITIS, OTITIS MEDIA, INFECCIONES TRACTO RESPIRATORIO SUPERIOR Y LARINGOTRAQUEITIS",2,2,455850.0,455850.0,455850.0,455850.0,455850.0,455850.0
I60-I69  ENFERMEDADES CEREBROVASCULARES,014151 - MH ACVA NO ESPECÍFICO Y OCLUSIÓN PRECEREBRAL SIN INFARTO,2,2,1019100.0,1019100.0,1019100.0,1019100.0,1019100.0,1019100.0
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,2,2,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154
I26-I28  ENFERMEDAD PULMONAR CARDIACA Y ENFERMEDADES DE LA CIRCULACIÓN PULMONAR,041201 - PH PROCEDIMIENTOS NO COMPLEJOS SOBRE APARATO RESPIRATORIO,2,2,1684636.5769,1684636.5769,1684636.5769,1684636.5769,1684636.5769,1684636.5769
K00-K14  ENFERMEDADES DE LA CAVIDAD ORAL Y GLÁNDULAS SALIVALES,031301 - PH PROCEDIMIENTOS SOBRE BOCA,2,2,1031198.8419,1031198.8419,1031198.8419,1031198.8419,1031198.8419,1031198.8419
C64-C68  NEOPLASIAS MALIGNAS DE TRACTO URINARIO,114102 - MH NEOPLASIA DE RIÑÓN Y TRACTO URINARIO E INSUFICIENCIA RENAL W/CC,2,2,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0,1050000.0
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",134121 - MH OTRAS ENFERMEDADES DEL APARATO REPRODUCTOR FEMENINO,2,2,658950.0,658950.0,658950.0,658950.0,658950.0,658950.0
K40-K46  HERNIA,061101 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS,2,2,1538385.5958,1538385.5958,1538385.5958,1538385.5958,1538385.5958,1538385.5958
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",131301 - PH HISTERECTOMIA VAGINAL Y OTROS PROCEDIMIENTOS POR VIA VAGINAL,2,2,1036375.8678,1036375.8678,1036375.8678,1036375.8678,1036375.8678,1036375.8678
C64-C68  NEOPLASIAS MALIGNAS DE TRACTO URINARIO,111203 - PH OPERACIONES DEL TRACTO URINARIO SUPERIOR W/MCC,2,2,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909
K35-K38  ENFERMEDADES DEL APÉNDICE,061403 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/MCC,2,2,3693160.8351,3693160.8351,3693160.8351,3693160.8351,3693160.8351,3693160.8351
K35-K38  ENFERMEDADES DEL APÉNDICE,061401 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO,2,2,1554887.3658,1554887.3658,1554887.3658,1554887.3658,1554887.3658,1554887.3658
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",121142 - PH PROSTATECTOMÍA TRANSURETRAL W/CC,2,2,1133445.103,1133445.103,1133445.103,1133445.103,1133445.103,1133445.103
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",081501 - PH PROCEDIMIENTOS SOBRE TEJIDOS BLANDOS,2,2,1345703.164,1345703.164,1345703.164,1345703.164,1345703.164,1345703.164
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",121131 - PH PROCEDIMIENTOS SOBRE PRÓSTATA Y ESCROTO NO COMPLEJOS,2,2,1363499.1904,1363499.1904,1363499.1904,1363499.1904,1363499.1904,1363499.1904
I05-I09  ENFERMEDADES REUMÁTICAS CRÓNICAS CARDIACAS,054183 - MH ENFERMEDADES CARDIACAS CONGÉNITAS Y VALVULARES W/MCC,2,2,1516350.0,1516350.0,1516350.0,1516350.0,1516350.0,1516350.0
K35-K38  ENFERMEDADES DEL APÉNDICE,061111 - PH LISIS DE ADHERENCIAS PERITONEALES,2,2,1395370.256,1395370.256,1395370.256,1395370.256,1395370.256,1395370.256
I20-I25  ENFERMEDADES ISQUÉMICAS CARDIACAS,051153 - PH CATETERISMO CARDIACO W/MCC,2,2,2779739.3319,2779739.3319,2779739.3319,2779739.3319,2779739.3319,2779739.3319
"K20-K31  ENFERMEDADES DEL ESÓFAGO, ESTÓMAGO Y DUODENO",061202 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/CC,2,2,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154,2585115.5154
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS","091401 - PH OTRAS PROCEDIMIENTOS SOBRE PIEL, TEJIDO SUBCUTÁNEO Y MAMA",2,2,1592744.3675,1592744.3675,1592744.3675,1592744.3675,1592744.3675,1592744.3675
"F20-F29  ESQUIZOFRENIA, TRASTORNO ESQUIZOTÍPICO, TRASTORNO DELIRANTE Y OTROS TRASTORNOS PSICÓTICOS NO RELACIONADOS CON EL ESTADO DE ÁNIMO",194192 - MH OTROS TRASTORNOS MENTALES W/CC,2,2,963900.0,963900.0,963900.0,963900.0,963900.0,963900.0
K55-K64  OTRAS ENFERMEDADES DE LOS INTESTINOS,064141 - MH INSUFICIENCIA VASCULAR GASTROINTESTINAL,2,2,938250.0,938250.0,938250.0,938250.0,938250.0,938250.0
"I70-I79  ENFERMEDADES DE ARTERIAS, ARTERIOLAS Y CAPILARES",081022 - PH AMPUTACIÓN W/CC,2,2,2272552.578,2272552.578,2272552.578,2272552.578,2272552.578,2272552.578
F10-F19  TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL CONSUMO DE SUSTANCIAS PSICOACTIVAS,"201101 - PH REHABILITACIÓN Y/O TERAPIA DE DESINTOXICACIÓN POR ALCOHOL Y DROGAS,",2,2,516408.3313,516408.3313,516408.3313,516408.3313,516408.3313,516408.3313
B20-B23  ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH],184151 - MH INFECCIÓN VIH,2,2,909900.0,909900.0,909900.0,909900.0,909900.0,909900.0
L60-L75  TRASTORNOS DE LOS ANEJOS CUTÁNEOS,094141 - MH OTRAS ENFERMEDADES DE PIEL Y MAMA,2,2,538500.0,538500.0,538500.0,538500.0,538500.0,538500.0
L60-L75  TRASTORNOS DE LOS ANEJOS CUTÁNEOS,"091402 - PH OTRAS PROCEDIMIENTOS SOBRE PIEL, TEJIDO SUBCUTÁNEO Y MAMA W/CC",2,2,2369460.0312,2369460.0312,2369460.0312,2369460.0312,2369460.0312,2369460.0312
E70-E88  ALTERACIONES METABÓLICAS,104123 - MH ERRORES CONGÉNITOS DE METABOLISMO W/MCC,2,2,1553250.0,1553250.0,1553250.0,1553250.0,1553250.0,1553250.0
E70-E88  ALTERACIONES METABÓLICAS,104121 - MH ERRORES CONGÉNITOS DE METABOLISMO,2,2,959250.0,959250.0,959250.0,959250.0,959250.0,959250.0
K90-K95  OTRAS ENFERMEDADES DEL APARATO DIGESTIVO,061201 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO,2,2,2020657.9127,2020657.9127,2020657.9127,2020657.9127,2020657.9127,2020657.9127
L60-L75  TRASTORNOS DE LOS ANEJOS CUTÁNEOS,"091401 - PH OTRAS PROCEDIMIENTOS SOBRE PIEL, TEJIDO SUBCUTÁNEO Y MAMA",2,2,1592744.3675,1592744.3675,1592744.3675,1592744.3675,1592744.3675,1592744.3675
B00-B09  INFECCIONES VIRALES CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS,094101 - MH ENFERMEDADES MAYORES DE LA PIEL,2,2,728700.0,728700.0,728700.0,728700.0,728700.0,728700.0
B00-B09  INFECCIONES VIRALES CARACTERIZADAS POR LESIONES DE LA PIEL Y DE LAS MEMBRANAS MUCOSAS,034141 - MH ENFERMEDADES ORALES Y DENTALES,2,2,669300.0,669300.0,669300.0,669300.0,669300.0,669300.0
E70-E88  ALTERACIONES METABÓLICAS,091301 - PH INJERTO DE PIEL SIN QUEMADURA,2,2,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565
E08-E14  DIABETES MELLITUS,081502 - PH PROCEDIMIENTOS SOBRE TEJIDOS BLANDOS W/CC,2,2,1975197.1542,1975197.1542,1975197.1542,1975197.1542,1975197.1542,1975197.1542
E08-E14  DIABETES MELLITUS,091301 - PH INJERTO DE PIEL SIN QUEMADURA,2,2,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,091301 - PH INJERTO DE PIEL SIN QUEMADURA,2,2,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565,2080679.0565
A50-A64  INFECCIONES CON MODO DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL,"158162 - MH NEONATO, PESO AL NACER >2499 GR CON INFECCIÓN CONGÉNITA/PERINATAL W/CC",2,2,1044750.0,1044750.0,1044750.0,1044750.0,1044750.0,1044750.0
L00-L08  INFECCIONES DE LA PIEL Y DEL TEJIDO SUBCUTÁNEO,091302 - PH INJERTO DE PIEL SIN QUEMADURA W/CC,2,2,3408424.4119,3408424.4119,3408424.4119,3408424.4119,3408424.4119,3408424.4119
E50-E64  OTRAS CARENCIAS NUTRICIONALES,104102 - MH DIABETES Y ENFERMEDADES METABÓLICAS Y NUTRICIONALES W/CC,2,2,861000.0,861000.0,861000.0,861000.0,861000.0,861000.0
A30-A49  OTRAS ENFERMEDADES BACTERIANAS,184101 - MH SEPTICEMIA,2,2,835800.0,835800.0,835800.0,835800.0,835800.0,835800.0
A30-A49  OTRAS ENFERMEDADES BACTERIANAS,184141 - MH OTRAS ENFERMEDADES BACTERIANAS O PARASITARIAS,2,2,762600.0,762600.0,762600.0,762600.0,762600.0,762600.0
A30-A49  OTRAS ENFERMEDADES BACTERIANAS,184142 - MH OTRAS ENFERMEDADES BACTERIANAS O PARASITARIAS W/CC,2,2,1184850.0,1184850.0,1184850.0,1184850.0,1184850.0,1184850.0
F00-F09  TRASTORNOS MENTALES DEBIDOS A AFECCIONES FISIOLÓGICAS CONOCIDAS,194161 - MH TRASTORNOS ORGÁNICOS Y RETRASO MENTAL,2,2,872700.0,872700.0,872700.0,872700.0,872700.0,872700.0
E20-E35  TRASTORNOS DE OTRAS GLÁNDULAS ENDOCRINAS,104132 - MH OTROS TRASTORNOS ENDOCRINOS W/CC,2,2,1049100.0,1049100.0,1049100.0,1049100.0,1049100.0,1049100.0
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071131 - PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y SOBRE PÁNCREAS,2,2,1535958.8649,1535958.8649,1535958.8649,1535958.8649,1535958.8649,1535958.8649
A15-A19  TUBERCULOSIS,041023 - PH VENTILACIÓN MECÁNICA PROLONGADA SIN TRAQUEOSTOMÍA W/MCC,2,2,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886,9416848.2886
E00-E07  TRASTORNOS DE GLÁNDULA TIROIDES,104131 - MH OTROS TRASTORNOS ENDOCRINOS,2,2,732750.0,732750.0,732750.0,732750.0,732750.0,732750.0
"K80-K87  TRASTORNOS DE LA VESÍCULA BILIAR, VÍAS BILIARES Y PÁNCREAS",071132 - PH OTROS PROCEDIMIENTOS HEPATOBILIARES Y SOBRE PÁNCREAS W/CC,2,2,1949312.0248,1949312.0248,1949312.0248,1949312.0248,1949312.0248,1949312.0248
E15-E16  OTROS TRASTORNOS DE LA REGULACIÓN DE LA GLUCOSA Y DE LA SECRECIÓN INTERNA DEL PÁNCREAS,104102 - MH DIABETES Y ENFERMEDADES METABÓLICAS Y NUTRICIONALES W/CC,2,2,861000.0,861000.0,861000.0,861000.0,861000.0,861000.0
F10-F19  TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL CONSUMO DE SUSTANCIAS PSICOACTIVAS,"204112 - MH ABUSO Y DEPENDENCIA DE ALCOHOL, OPIÁCEOS Y COCAÍNA W/CC",2,2,763500.0,763500.0,763500.0,763500.0,763500.0,763500.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",114163 - MH OTROS DIAGNÓSTICOS DE RIÑÓN Y TRACTO URINARIO W/MCC,1,1,1432050.0,1432050.0,1432050.0,1432050.0,1432050.0,1432050.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",124111 - MH ENF. DEL APARATO REPRODUCTOR MASCULINO EXCEPTO NEOPLASIA,1,1,590250.0,590250.0,590250.0,590250.0,590250.0,590250.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",131301 - PH HISTERECTOMIA VAGINAL Y OTROS PROCEDIMIENTOS POR VIA VAGINAL,1,1,1036375.8678,1036375.8678,1036375.8678,1036375.8678,1036375.8678,1036375.8678
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",051203 - PH OTROS PROCEDIMIENTOS SOBRE APARATO CIRCULATORIO W/MCC,1,1,5285419.8565,5285419.8565,5285419.8565,5285419.8565,5285419.8565,5285419.8565
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",104133 - MH OTROS TRASTORNOS ENDOCRINOS W/MCC,1,1,1654500.0,1654500.0,1654500.0,1654500.0,1654500.0,1654500.0
Q60-Q64  MALFORMACIONES CONGÉNITAS DEL APARATO URINARIO,121153 - PH CIRCUNCISIÓN W/MCC,1,1,4110073.2003,4110073.2003,4110073.2003,4110073.2003,4110073.2003,4110073.2003
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",114162 - MH OTROS DIAGNÓSTICOS DE RIÑÓN Y TRACTO URINARIO W/CC,1,1,938250.0,938250.0,938250.0,938250.0,938250.0,938250.0
Q60-Q64  MALFORMACIONES CONGÉNITAS DEL APARATO URINARIO,114161 - MH OTROS DIAGNÓSTICOS DE RIÑÓN Y TRACTO URINARIO,1,1,769350.0,769350.0,769350.0,769350.0,769350.0,769350.0
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",074122 - MH ENFERMEDADES DE PÁNCREAS EXCEPTO NEOPLASIAS W/CC,1,1,1061250.0,1061250.0,1061250.0,1061250.0,1061250.0,1061250.0
Q60-Q64  MALFORMACIONES CONGÉNITAS DEL APARATO URINARIO,"158141 - MH NEONATO, PESO AL NACER >2499 GR CON ANOMALÍA MAYOR O PROBLEMAS HEREDITARIOS",1,1,383550.0,383550.0,383550.0,383550.0,383550.0,383550.0
S20-S29  TRAUMATISMOS EN EL TÓRAX,161123 - PH PROCEDIMIENTOS SOBRE EL BAZO W/MCC,1,1,0.0,0.0,0.0,0.0,0.0,0.0
Q65-Q79  MALFORMACIONES Y DEFORMIDADES CONGÉNITAS DEL APARATO MUSCULOESQUELÉTICO,084211 - MH OTROS DIAGNÓSTICOS DEL SISTEMA MUSCULOESQUELÉTICO Y TEJIDO CONECTIVO,1,1,721500.0,721500.0,721500.0,721500.0,721500.0,721500.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",061101 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS,1,1,1538385.5958,1538385.5958,1538385.5958,1538385.5958,1538385.5958,1538385.5958
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",091502 - PH PROCEDIMIENTOS SOBRE MAMA W/CC,1,1,1650338.7804,1650338.7804,1650338.7804,1650338.7804,1650338.7804,1650338.7804
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",111203 - PH OPERACIONES DEL TRACTO URINARIO SUPERIOR W/MCC,1,1,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909,3791847.8909
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",111302 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA W/CC,1,1,1545989.3526,1545989.3526,1545989.3526,1545989.3526,1545989.3526,1545989.3526
S20-S29  TRAUMATISMOS EN EL TÓRAX,084171 - MH PROBLEMAS MÉDICOS DE LA ESPALDA,1,1,816600.0,816600.0,816600.0,816600.0,816600.0,816600.0
Q65-Q79  MALFORMACIONES Y DEFORMIDADES CONGÉNITAS DEL APARATO MUSCULOESQUELÉTICO,084213 - MH OTROS DIAGNÓSTICOS DEL SISTEMA MUSCULOESQUELÉTICO Y TEJIDO CONECTIVO W/MCC,1,1,1598100.0,1598100.0,1598100.0,1598100.0,1598100.0,1598100.0
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",111303 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA W/MCC,1,1,2879882.4262,2879882.4262,2879882.4262,2879882.4262,2879882.4262,2879882.4262
Q65-Q79  MALFORMACIONES Y DEFORMIDADES CONGÉNITAS DEL APARATO MUSCULOESQUELÉTICO,"158101 - MH NEONATO MUERTO O TRANSFERIDO A HOSPITAL DE AGUDOS, CON EDAD <5 DIAS AL ALTA",1,1,316650.0,316650.0,316650.0,316650.0,316650.0,316650.0
S20-S29  TRAUMATISMOS EN EL TÓRAX,051061 - PH OTROS PROCEDIMIENTOS CARDIOTORÁCICOS,1,1,3145852.1307,3145852.1307,3145852.1307,3145852.1307,3145852.1307,3145852.1307
S20-S29  TRAUMATISMOS EN EL TÓRAX,"044212 - MH OTROS SIGNOS, SÍNTOMAS Y DIAGNÓSTICOS DE APARATO RESPIRATORIO W/CC",1,1,850500.0,850500.0,850500.0,850500.0,850500.0,850500.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",134121 - MH OTRAS ENFERMEDADES DEL APARATO REPRODUCTOR FEMENINO,1,1,658950.0,658950.0,658950.0,658950.0,658950.0,658950.0
S20-S29  TRAUMATISMOS EN EL TÓRAX,"044211 - MH OTROS SIGNOS, SÍNTOMAS Y DIAGNÓSTICOS DE APARATO RESPIRATORIO",1,1,630450.0,630450.0,630450.0,630450.0,630450.0,630450.0
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",111401 - PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES,1,1,1064525.946,1064525.946,1064525.946,1064525.946,1064525.946,1064525.946
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",111402 - PH PROCEDIMIENTOS URETRALES Y TRANSURETRALES W/CC,1,1,1416078.3595,1416078.3595,1416078.3595,1416078.3595,1416078.3595,1416078.3595
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",161122 - PH PROCEDIMIENTOS SOBRE EL BAZO W/CC,1,1,0.0,0.0,0.0,0.0,0.0,0.0
D00-D09  NEOPLASIAS IN SITU,134101 - MH NEOPLASIA DEL APARATO REPRODUCTOR FEMENINO,1,1,985050.0,985050.0,985050.0,985050.0,985050.0,985050.0
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",121141 - PH PROSTATECTOMÍA TRANSURETRAL,1,1,847737.9874,847737.9874,847737.9874,847737.9874,847737.9874,847737.9874
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",061102 - PH PROCEDIMIENTOS SOBRE INTESTINO DELGADO O GRUESO NO COMPLEJOS W/CC,1,1,2158334.4446,2158334.4446,2158334.4446,2158334.4446,2158334.4446,2158334.4446
Q60-Q64  MALFORMACIONES CONGÉNITAS DEL APARATO URINARIO,111201 - PH OPERACIONES DEL TRACTO URINARIO SUPERIOR,1,1,1769572.1576,1769572.1576,1769572.1576,1769572.1576,1769572.1576,1769572.1576
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",071101 - PH PROCEDIMIENTOS SOBRE PÁNCREAS E HÍGADO,1,1,2897840.2348,2897840.2348,2897840.2348,2897840.2348,2897840.2348,2897840.2348
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",111303 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA W/MCC,1,1,2879882.4262,2879882.4262,2879882.4262,2879882.4262,2879882.4262,2879882.4262
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",111201 - PH OPERACIONES DEL TRACTO URINARIO SUPERIOR,1,1,1769572.1576,1769572.1576,1769572.1576,1769572.1576,1769572.1576,1769572.1576
Q50-Q56  MALFORMACIONES CONGÉNITAS DE LOS ÓRGANOS GENITALES,061402 - PH OTROS PROCEDIMIENTOS SOBRE APARATO DIGESTIVO W/CC,1,1,2115785.7632,2115785.7632,2115785.7632,2115785.7632,2115785.7632,2115785.7632
Q50-Q56  MALFORMACIONES CONGÉNITAS DE LOS ÓRGANOS GENITALES,131201 - PH PROCEDIMIENTOS SOBRE ÚTERO Y ANEXOS,1,1,1152535.3859,1152535.3859,1152535.3859,1152535.3859,1152535.3859,1152535.3859
Q38-Q45  OTRAS MALFORMACIONES CONGÉNITAS DEL APARATO DIGESTIVO,"158101 - MH NEONATO MUERTO O TRANSFERIDO A HOSPITAL DE AGUDOS, CON EDAD <5 DIAS AL ALTA",1,1,316650.0,316650.0,316650.0,316650.0,316650.0,316650.0
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",054241 - MH OTROS DIAGNÓSTICOS DE APARATO CIRCULATORIO,1,1,712800.0,712800.0,712800.0,712800.0,712800.0,712800.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",084172 - MH PROBLEMAS MÉDICOS DE LA ESPALDA W/CC,1,1,1039800.0,1039800.0,1039800.0,1039800.0,1039800.0,1039800.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",111301 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA,1,1,1251060.6596,1251060.6596,1251060.6596,1251060.6596,1251060.6596,1251060.6596
Q38-Q45  OTRAS MALFORMACIONES CONGÉNITAS DEL APARATO DIGESTIVO,064182 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/CC,1,1,1010400.0,1010400.0,1010400.0,1010400.0,1010400.0,1010400.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",084171 - MH PROBLEMAS MÉDICOS DE LA ESPALDA,1,1,816600.0,816600.0,816600.0,816600.0,816600.0,816600.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",084113 - MH FRACTURAS DE PELVIS O LUXACIÓN DE CADERA W/MCC,1,1,1452900.0,1452900.0,1452900.0,1452900.0,1452900.0,1452900.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",111302 - PH PROCEDIMIENTOS SOBRE TRACTO URINARIO INFERIOR Y VEJIGA W/CC,1,1,1545989.3526,1545989.3526,1545989.3526,1545989.3526,1545989.3526,1545989.3526
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",084111 - MH FRACTURAS DE PELVIS O LUXACIÓN DE CADERA,1,1,711900.0,711900.0,711900.0,711900.0,711900.0,711900.0
Q50-Q56  MALFORMACIONES CONGÉNITAS DE LOS ÓRGANOS GENITALES,131202 - PH PROCEDIMIENTOS SOBRE ÚTERO Y ANEXOS W/CC,1,1,1376118.191,1376118.191,1376118.191,1376118.191,1376118.191,1376118.191
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",071111 - PH PROCEDIMIENTOS COMPLEJOS SOBRE SISTEMA BILIAR,1,1,2217546.6781,2217546.6781,2217546.6781,2217546.6781,2217546.6781,2217546.6781
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",061203 - PH PROCEDIMIENTOS COMPLEJOS DEL TRACTO DIGESTIVO W/MCC,1,1,5767045.0451,5767045.0451,5767045.0451,5767045.0451,5767045.0451,5767045.0451
Q65-Q79  MALFORMACIONES Y DEFORMIDADES CONGÉNITAS DEL APARATO MUSCULOESQUELÉTICO,"158133 - MH NEONATO, PESO AL NACER 2000-2499 GR SIN PROCEDIMIENTO MAYOR W/MCC",1,1,3135600.0,3135600.0,3135600.0,3135600.0,3135600.0,3135600.0
"D10-D36  TUMORES BENIGNOS, EXCEPTO TUMORES NEUROENDOCRINOS BENIGNOS",061111 - PH LISIS DE ADHERENCIAS PERITONEALES,1,1,1395370.256,1395370.256,1395370.256,1395370.256,1395370.256,1395370.256
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",064183 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/MCC,1,1,1644300.0,1644300.0,1644300.0,1644300.0,1644300.0,1644300.0
"S30-S39  TRAUMATISMOS EN ABDOMEN, PARTE INFERIOR DE ESPALDA, COLUMNA LUMBAR, PELVIS Y GENITALES EXTERNOS",064182 - MH OTROS DIAGNÓSTICOS SOBRE APARATO DIGESTIVO W/CC,1,1,1010400.0,1010400.0,1010400.0,1010400.0,1010400.0,1010400.0
